state,place_name,population
MO,Lakeshire,1514
MO,Lamar,4302
MO,Lamar Heights,173
MO,Lanagan,383
MO,Lancaster,677
MO,Laredo,156
MO,Lathrop,2267
MO,Laurie,1047
MO,Lawson,2526
MO,Leadington,767
MO,Leadwood,1167
MO,Leasburg,316
MO,Leawood,631
MO,Lebanon,15429
MO,Lee's Summit,104184
MO,Leeton,538
MO,Leonard,55
MO,Leslie,135
MO,Levasy,75
MO,Lewis and Clark Village,93
MO,Lewistown,506
MO,Lexington,4585
MO,Liberal,637
MO,Liberty,30794
MO,Licking,2967
MO,Lilbourn,929
MO,Lincoln,1200
MO,Linn,1424
MO,Linn Creek,223
MO,Linneus,275
MO,Livonia,55
MO,Loch Lloyd,975
MO,Lock Springs,39
MO,Lockwood,856
MO,Lohman,177
MO,Loma Linda,985
MO,Lone Jack,1744
MO,Longtown,91
MO,Louisburg,136
MO,Louisiana,3248
MO,Lowry City,646
MO,Lucerne,56
MO,Ludlow,109
MO,Lupus,31
MO,Luray,71
MO,Macon,5495
MO,Madison,520
MO,Maitland,278
MO,Malden,3524
MO,Malta Bend,187
MO,Manchester,18012
MO,Mansfield,1284
MO,Maplewood,8041
MO,Marble Hill,1375
MO,Marceline,2110
MO,Marionville,2086
MO,Marlborough,2180
MO,Marquand,188
MO,Marshall,13642
MO,Marshfield,7845
MO,Marston,370
MO,Marthasville,1283
MO,Martinsburg,257
MO,Maryland Heights,27575
MO,Maryville,10309
MO,Matthews,506
MO,Maysville,1093
MO,Mayview,215
MO,McBaine,14
MO,McCord Bend,224
MO,McFall,120
MO,McKittrick,81
MO,Meadville,415
MO,Memphis,1718
MO,Mendon,164
MO,Mercer,259
MO,Merriam Woods,2018
MO,Merwin,70
MO,Meta,179
MO,Metz,18
MO,Mexico,11507
MO,Miami,147
MO,Middletown,170
MO,Milan,1759
MO,Milford,27
MO,Mill Spring,157
MO,Millard,75
MO,Miller,711
MO,Milo,58
MO,Mindenmines,272
MO,Miner,900
MO,Mineral Point,228
MO,Miramiguoa Park,123
MO,Missouri City,218
MO,Moberly,13296
MO,Mokane,186
MO,Moline Acres,2096
MO,Monett,10000
MO,Monroe City,2655
MO,Montgomery City,2801
MO,Monticello,104
MO,Montrose,389
MO,Mooresville,99
MO,Morehouse,696
MO,Morley,673
MO,Morrison,94
MO,Morrisville,396
MO,Mosby,99
MO,Moscow Mills,4017
MO,Mound City,1012
MO,Moundville,77
MO,Mount Leonard,63
MO,Mount Moriah,77
MO,Mount Vernon,4571
MO,Mountain Grove,4645
MO,Mountain View,2674
MO,Napoleon,209
MO,Naylor,446
MO,Neck City,230
MO,Neelyville,314
MO,Nelson,149
MO,Neosho,13328
MO,Nevada,8262
MO,New Bloomfield,737
MO,New Cambria,153
MO,New Florence,641
MO,New Franklin,1017
MO,New Hampton,227
MO,New Haven,2389
MO,New London,968
MO,New Madrid,2623
MO,New Melle,538
MO,Newark,55
MO,Newburg,332
MO,Newtonia,212
MO,Newtown,109
MO,Niangua,408
MO,Nixa,25405
MO,Noel,2180
MO,Norborne,630
MO,Normandy,4213
MO,North Kansas City,5534
MO,North Lilbourn,21
MO,Northmoor,291
MO,Northwoods,3583
MO,Norwood,612
MO,Norwood Court,873
MO,Novelty,104
MO,Novinger,376
MO,O'Fallon,94074
MO,Oak Grove,8907
MO,Oak Grove Village,400
MO,Oak Ridge,238
MO,Oakland,1370
MO,Oaks,127
MO,Oakview,363
MO,Oakwood,196
MO,Oakwood Park,185
MO,Odessa,5638
MO,Old Appleton,71
MO,Old Monroe,269
MO,Olean,118
MO,Olivette,8843
MO,Olympian Village,715
MO,Oran,1205
MO,Oregon,834
MO,Oronogo,2895
MO,Orrick,740
MO,Osage Beach,4856
MO,Osborn,375
MO,Osceola,971
MO,Osgood,24
MO,Otterville,444
MO,Overland,15496
MO,Owensville,2796
MO,Ozark,22907
MO,Pacific,7554
MO,Pagedale,2506
MO,Palmyra,3600
MO,Paris,1153
MO,Park Hills,8759
MO,Parkdale,155
MO,Parkville,8859
MO,Parkway,650
MO,Parma,519
MO,Parnell,133
MO,Pasadena Hills,883
MO,Pasadena Park,426
MO,Pascola,83
MO,Passaic,26
MO,Pattonsburg,339
MO,Paynesville,61
MO,Peaceful Village,97
MO,Peculiar,6101
MO,Pendleton,37
MO,Penermon,49
MO,Perry,684
MO,Perryville,8506
MO,Pevely,6064
MO,Phillipsburg,166
MO,Pickering,145
MO,Piedmont,1861
MO,Pierce City,1265
MO,Pierpont,66
MO,Pilot Grove,678
MO,Pilot Knob,682
MO,Pine Lawn,2683
MO,Pineville,826
MO,Plato,90
MO,Platte City,4828
MO,Platte Woods,393
MO,Plattsburg,2240
MO,Pleasant Hill,8679
MO,Pleasant Hope,685
MO,Pleasant Valley,2726
MO,Pocahontas,94
MO,Pollock,46
MO,Polo,508
MO,Poplar Bluff,16132
MO,Portage Des Sioux,325
MO,Portageville,2764
MO,Potosi,2540
MO,Powersville,43
MO,Prairie Home,263
MO,Prathersville,121
MO,Preston,167
MO,Princeton,988
MO,Purcell,318
MO,Purdin,140
MO,Purdy,1049
MO,Puxico,861
MO,Queen City,559
MO,Qulin,468
MO,Randolph,58
MO,Ravenwood,420
MO,Raymondville,368
MO,Raymore,25306
MO,Raytown,29097
MO,Rea,49
MO,Redings Mill,164
MO,Reeds,92
MO,Reeds Spring,1242
MO,Renick,150
MO,Rensselaer,252
MO,Republic,20144
MO,Revere,75
MO,Rhineland,139
MO,Rich Hill,1247
MO,Richards,43
MO,Richland,1736
MO,Richmond,5958
MO,Richmond Heights,9058
MO,Ridgely,104
MO,Ridgeway,378
MO,Risco,265
MO,Ritchey,67
MO,River Bend,5
MO,Riverside,4417
MO,Riverview,2327
MO,Riverview Estates,74
MO,Rives,41
MO,Rocheport,210
MO,Rock Hill,4649
MO,Rock Port,1227
MO,Rockaway Beach,827
MO,Rockville,140
MO,Rogersville,5087
MO,Rolla,20423
MO,Roscoe,95
MO,Rosebud,396
MO,Rosendale,120
MO,Rothville,65
MO,Rush Hill,100
MO,Rushville,217
MO,Russellville,791
MO,Rutledge,83
MO,Saddlebrooke,318
MO,Saginaw,318
MO,Salem,4713
MO,Salisbury,1567
MO,Sarcoxie,1389
MO,Savannah,5072
MO,Schell City,226
MO,Scotsdale,197
MO,Scott City,4348
MO,Sedalia,22086
MO,Sedgewickville,188
MO,Seligman,881
MO,Senath,1519
MO,Seneca,2293
MO,Seymour,1909
MO,Shelbina,1567
MO,Shelbyville,505
MO,Sheldon,436
MO,Sheridan,141
MO,Shoal Creek Drive,366
MO,Shoal Creek Estates,107
MO,Shrewsbury,6243
MO,Sibley,316
MO,Sikeston,16085
MO,Silex,264
MO,Skidmore,234
MO,Slater,1802
MO,Smithton,506
MO,Smithville,10785
MO,South Gifford,23
MO,South Gorin,63
MO,South Greenfield,121
MO,South Lineville,13
MO,Southwest City,969
MO,Sparta,1946
MO,Spickard,225
MO,Springfield,170188
MO,St. Ann,12658
MO,St. Charles,71800
MO,St. Clair,4716
MO,St. Cloud,41
MO,St. Elizabeth,427
MO,St. James,3903
MO,St. John,6460
MO,St. Joseph,70634
MO,St. Louis,281754
MO,St. Martins,1215
MO,St. Mary,307
MO,St. Paul,3622
MO,St. Peters,59413
MO,St. Robert,5457
MO,St. Thomas,223
MO,Stanberry,1148
MO,Stark City,131
MO,Ste. Genevieve,5037
MO,Steele,1720
MO,Steelville,1443
MO,Stella,168
MO,Stewartsville,734
MO,Stockton,1792
MO,Stotesbury,13
MO,Stotts City,172
MO,Stoutland,214
MO,Stoutsville,37
MO,Stover,1049
MO,Strafford,2703
MO,Strasburg,115
MO,Sturgeon,945
MO,Sugar Creek,3204
MO,Sullivan,6829
MO,Summersville,469
MO,Sumner,79
MO,Sunrise Beach,502
MO,Sunset Hills,9041
MO,Sweet Springs,1309
MO,Sycamore Hills,545
MO,Syracuse,159
MO,Tallapoosa,74
MO,Taneyville,275
MO,Taos,1167
MO,Tarkio,1458
MO,Thayer,1898
MO,Theodosia,200
MO,Three Creeks,6
MO,Tightwad,60
MO,Tina,136
MO,Tindall,47
MO,Tipton,2637
MO,Town and Country,11553
MO,Tracy,315
MO,Trenton,5622
MO,Trimble,639
MO,Triplett,36
MO,Troy,14591
MO,Truesdale,923
MO,Truxton,67
MO,Turney,124
MO,Tuscumbia,191
MO,Twin Oaks,585
MO,Umber View Heights,40
MO,Union,13000
MO,Union Star,378
MO,Unionville,1709
MO,Unity Village,63
MO,University City,34096
MO,Uplands Park,304
MO,Urbana,403
MO,Urich,473
MO,Utica,218
MO,Valley Park,6725
MO,Van Buren,761
MO,Vandalia,2959
MO,Vandiver,62
MO,Vanduser,185
MO,Velda City,1245
MO,Velda Village Hills,849
MO,Verona,516
MO,Versailles,2639
MO,Viburnum,658
MO,Vienna,576
MO,Village of Four Seasons,2496
MO,Vinita Park,1926
MO,Vista,36
MO,Waco,74
MO,Walker,201
MO,Walnut Grove,640
MO,Wardell,286
MO,Wardsville,1631
MO,Warrensburg,19673
MO,Warrenton,9298
MO,Warsaw,2328
MO,Warson Woods,1982
MO,Washburn,412
MO,Washington,15450
MO,Watson,56
MO,Waverly,801
MO,Wayland,420
MO,Waynesville,5455
MO,Weatherby,78
MO,Weatherby Lake,2111
MO,Weaubleau,396
MO,Webb City,13325
MO,Webster Groves,23449
MO,Weldon Spring,5263
MO,Weldon Spring Heights,92
MO,Wellington,754
MO,Wellston,1583
MO,Wellsville,1006
MO,Wentworth,99
MO,Wentzville,47497
MO,West Alton,350
MO,West Line,113
MO,West Plains,12598
MO,West Sullivan,280
MO,Westboro,112
MO,Weston,1811
MO,Westphalia,377
MO,Westwood,308
MO,Wheatland,287
MO,Wheaton,677
MO,Wheeling,223
MO,Whiteside,61
MO,Whitewater,85
MO,Wilbur Park,423
MO,Wildwood,34851
MO,Willard,6521
MO,Williamsville,272
MO,Willow Springs,2219
MO,Wilson City,75
MO,Winchester,1403
MO,Windsor,2844
MO,Windsor Place,357
MO,Winfield,1602
MO,Winona,981
MO,Winston,235
MO,Wood Heights,754
MO,Woodson Terrace,3871
MO,Wooldridge,30
MO,Worth,62
MO,Worthington,60
MO,Wright City,5354
MO,Wyaconda,209
MO,Wyatt,214
MS,Abbeville,385
MS,Aberdeen,4860
MS,Ackerman,1565
MS,Algoma,708
MS,Alligator,107
MS,Amory,6422
MS,Anguilla,486
MS,Arcola,287
MS,Artesia,320
MS,Ashland,528
MS,Baldwyn,3066
MS,Bassfield,180
MS,Batesville,7330
MS,Bay Springs,1599
MS,Bay St. Louis,10511
MS,Beaumont,660
MS,Beauregard,289
MS,Belmont,1815
MS,Belzoni,1764
MS,Benoit,345
MS,Bentonia,304
MS,Beulah,237
MS,Big Creek,128
MS,Biloxi,48235
MS,Blue Mountain,926
MS,Blue Springs,439
MS,Bolton,421
MS,Booneville,9081
MS,Boyle,497
MS,Brandon,25719
MS,Braxton,181
MS,Brookhaven,11571
MS,Brooksville,885
MS,Bruce,1608
MS,Bude,783
MS,Burnsville,845
MS,Byhalia,1357
MS,Byram,12651
MS,Caledonia,1115
MS,Calhoun City,1482
MS,Canton,10742
MS,Carrollton,423
MS,Carthage,4821
MS,Cary,238
MS,Centreville,1168
MS,Charleston,1722
MS,Chunky,269
MS,Clarksdale,13850
MS,Cleveland,10401
MS,Clinton,26698
MS,Coahoma,219
MS,Coffeeville,776
MS,Coldwater,1339
MS,Collins,2271
MS,Columbia,5727
MS,Columbus,23035
MS,Como,1075
MS,Corinth,14259
MS,Courtland,468
MS,Crawford,412
MS,Crenshaw,613
MS,Crosby,229
MS,Crowder,536
MS,Cruger,246
MS,Crystal Springs,4681
MS,D'Iberville,13286
MS,D'Lo,366
MS,De Kalb,837
MS,Decatur,1920
MS,Derma,917
MS,Diamondhead,9236
MS,Doddsville,67
MS,Drew,1704
MS,Duck Hill,1181
MS,Dumas,455
MS,Duncan,271
MS,Durant,2017
MS,Ecru,1080
MS,Eden,138
MS,Edwards,937
MS,Ellisville,4544
MS,Enterprise,478
MS,Ethel,336
MS,Eupora,2096
MS,Falcon,116
MS,Falkner,430
MS,Farmington,2015
MS,Fayette,1358
MS,Flora,1634
MS,Florence,4753
MS,Flowood,10675
MS,Forest,5279
MS,French Camp,256
MS,Friars Point,840
MS,Fulton,4534
MS,Gattman,82
MS,Gautier,19021
MS,Georgetown,247
MS,Glen,375
MS,Glendora,139
MS,Gloster,859
MS,Gluckstadt,3308
MS,Golden,187
MS,Goodman,1181
MS,Greenville,27644
MS,Greenwood,13421
MS,Grenada,12267
MS,Gulfport,72823
MS,Gunnison,277
MS,Guntown,2427
MS,Hatley,489
MS,Hattiesburg,48414
MS,Hazlehurst,3479
MS,Heidelberg,616
MS,Hernando,18239
MS,Hickory,406
MS,Hickory Flat,481
MS,Hollandale,2162
MS,Holly Springs,6732
MS,Horn Lake,26468
MS,Houston,3713
MS,Indianola,9003
MS,Inverness,805
MS,Isola,590
MS,Itta Bena,1549
MS,Iuka,3077
MS,Jackson,143709
MS,Jonestown,902
MS,Jumpertown,426
MS,Kilmichael,587
MS,Kosciusko,6842
MS,Kossuth,162
MS,Lake,468
MS,Lambert,1134
MS,Laurel,16979
MS,Leakesville,3767
MS,Learned,55
MS,Leland,3693
MS,Lena,154
MS,Lexington,1447
MS,Liberty,537
MS,Long Beach,16991
MS,Louin,266
MS,Louise,168
MS,Louisville,5913
MS,Lucedale,3055
MS,Lula,190
MS,Lumberton,1643
MS,Lyon,270
MS,Maben,758
MS,Macon,2455
MS,Madison,27987
MS,Magee,3938
MS,Magnolia,1830
MS,Mantachie,1140
MS,Mantee,241
MS,Marietta,195
MS,Marion,1690
MS,Marks,1283
MS,Mathiston,855
MS,Mayersville,407
MS,McComb,11914
MS,McCool,105
MS,McLain,316
MS,Meadville,441
MS,Mendenhall,2145
MS,Meridian,33551
MS,Merigold,348
MS,Metcalfe,760
MS,Mize,312
MS,Monticello,1384
MS,Montrose,102
MS,Moorhead,1832
MS,Morgan City,199
MS,Morton,3621
MS,Moss Point,11890
MS,Mound Bayou,1417
MS,Mount Olive,875
MS,Myrtle,488
MS,Natchez,13933
MS,Nettleton,1892
MS,New Albany,7706
MS,New Augusta,537
MS,New Hebron,367
MS,New Houlka,687
MS,Newton,3108
MS,North Carrollton,381
MS,Noxapater,377
MS,Oakland,455
MS,Ocean Springs,18997
MS,Okolona,2443
MS,Olive Branch,47029
MS,Osyka,367
MS,Oxford,27008
MS,Pace,173
MS,Pachuta,198
MS,Paden,102
MS,Pascagoula,21582
MS,Pass Christian,6255
MS,Pearl,28117
MS,Pelahatchie,1286
MS,Petal,11403
MS,Philadelphia,6921
MS,Picayune,11862
MS,Pickens,837
MS,Pittsboro,154
MS,Plantersville,843
MS,Polkville,587
MS,Pontotoc,5882
MS,Pope,261
MS,Poplarville,2818
MS,Port Gibson,1170
MS,Potts Camp,404
MS,Prentiss,925
MS,Puckett,347
MS,Purvis,1943
MS,Quitman,1973
MS,Raleigh,1087
MS,Raymond,1881
MS,Renova,691
MS,Richland,7400
MS,Richton,896
MS,Ridgeland,24459
MS,Rienzi,273
MS,Ripley,5338
MS,Rolling Fork,1509
MS,Rosedale,1460
MS,Roxie,472
MS,Ruleville,2485
MS,Sallis,128
MS,Saltillo,4955
MS,Sandersville,621
MS,Sardis,1686
MS,Satartia,38
MS,Schlater,222
MS,Scooba,726
MS,Sebastopol,259
MS,Seminary,294
MS,Senatobia,8287
MS,Shannon,1480
MS,Shaw,1363
MS,Shelby,1870
MS,Sherman,626
MS,Shubuta,390
MS,Shuqualak,383
MS,Sidon,299
MS,Silver City,163
MS,Silver Creek,172
MS,Slate Springs,98
MS,Sledge,337
MS,Smithville,512
MS,Snow Lake Shores,292
MS,Soso,403
MS,Southaven,56851
MS,Starkville,25444
MS,State Line,461
MS,Stonewall,843
MS,Sturgis,202
MS,Summit,1455
MS,Sumner,250
MS,Sumrall,2064
MS,Sunflower,895
MS,Sylvarena,84
MS,Taylor,400
MS,Taylorsville,1112
MS,Tchula,1630
MS,Terry,1479
MS,Thaxton,694
MS,Tishomingo,363
MS,Toccopola,287
MS,Tremont,472
MS,Tunica,898
MS,Tupelo,37675
MS,Tutwiler,2418
MS,Tylertown,1471
MS,Union,2004
MS,Utica,615
MS,Vaiden,881
MS,Vardaman,1058
MS,Verona,2732
MS,Vicksburg,20192
MS,Walls,1389
MS,Walnut,682
MS,Walnut Grove,506
MS,Walthall,114
MS,Water Valley,3381
MS,Waveland,6990
MS,Waynesboro,4534
MS,Webb,384
MS,Weir,440
MS,Wesson,1796
MS,West,136
MS,West Point,9770
MS,Wiggins,4259
MS,Winona,4079
MS,Winstonville,139
MS,Woodland,114
MS,Woodville,864
MS,Yazoo City,9754
MT,Alberton,527
MT,Anaconda-Deer Lodge County,9673
MT,Bainville,263
MT,Baker,1800
MT,Bearcreek,99
MT,Belgrade,12509
MT,Belt,523
MT,Big Sandy,588
MT,Big Timber,1686
MT,Billings,120864
MT,Boulder,1283
MT,Bozeman,57305
MT,Bridger,714
MT,Broadus,469
MT,Broadview,138
MT,Browning,1005
MT,Butte-Silver Bow (balance),35701
MT,Cascade,587
MT,Chester,853
MT,Chinook,1160
MT,Choteau,1787
MT,Circle,572
MT,Clyde Park,346
MT,Colstrip,2055
MT,Columbia Falls,5723
MT,Columbus,1906
MT,Conrad,2402
MT,Culbertson,718
MT,Cut Bank,3017
MT,Darby,860
MT,Deer Lodge,3030
MT,Denton,212
MT,Dillon,4176
MT,Dodson,126
MT,Drummond,296
MT,Dutton,314
MT,East Helena,2138
MT,Ekalaka,410
MT,Ennis,1047
MT,Eureka,1533
MT,Fairfield,784
MT,Fairview,866
MT,Flaxville,60
MT,Forsyth,1616
MT,Fort Benton,1425
MT,Fort Peck,235
MT,Froid,186
MT,Fromberg,422
MT,Geraldine,203
MT,Glasgow,3180
MT,Glendive,4796
MT,Grass Range,115
MT,Great Falls,60422
MT,Hamilton,5268
MT,Hardin,3709
MT,Harlem,756
MT,Harlowton,949
MT,Havre,9330
MT,Helena,34464
MT,Hingham,130
MT,Hobson,184
MT,Hot Springs,617
MT,Hysham,278
MT,Ismay,19
MT,Joliet,620
MT,Jordan,365
MT,Judith Gap,106
MT,Kalispell,29886
MT,Kevin,161
MT,Laurel,7193
MT,Lavina,139
MT,Lewistown,6149
MT,Libby,3169
MT,Lima,217
MT,Livingston,8908
MT,Lodge Grass,429
MT,Malta,1872
MT,Manhattan,2109
MT,Medicine Lake,244
MT,Melstone,145
MT,Miles City,8438
MT,Missoula,77757
MT,Moore,202
MT,Nashua,294
MT,Neihart,40
MT,Opheim,73
MT,Outlook,82
MT,Philipsburg,910
MT,Pinesdale,865
MT,Plains,1222
MT,Plentywood,1647
MT,Plevna,169
MT,Polson,5613
MT,Poplar,727
MT,Red Lodge,2610
MT,Rexford,86
MT,Richey,164
MT,Ronan,2172
MT,Roundup,1960
MT,Ryegate,225
MT,Saco,161
MT,Scobey,983
MT,Shelby,3270
MT,Sheridan,761
MT,Sidney,6112
MT,St. Ignatius,820
MT,Stanford,410
MT,Stevensville,2210
MT,Sunburst,351
MT,Superior,925
MT,Terry,574
MT,Thompson Falls,1472
MT,Three Forks,1986
MT,Townsend,2133
MT,Troy,899
MT,Twin Bridges,385
MT,Valier,551
MT,Virginia City,242
MT,Walkerville,659
MT,West Yellowstone,1222
MT,Westby,165
MT,White Sulphur Springs,1022
MT,Whitefish,9163
MT,Whitehall,1080
MT,Wibaux,449
MT,Winifred,174
MT,Winnett,209
MT,Wolf Point,2517
NC,Aberdeen,9488
NC,Ahoskie,4651
NC,Alamance,1028
NC,Albemarle,16936
NC,Alliance,751
NC,Andrews,1737
NC,Angier,7283
NC,Ansonville,443
NC,Apex,72225
NC,Arapahoe,427
NC,Archdale,12084
NC,Archer Lodge,5365
NC,Asheboro,27726
NC,Asheville,95056
NC,Askewville,177
NC,Atkinson,336
NC,Atlantic Beach,1407
NC,Aulander,717
NC,Aurora,451
NC,Autryville,171
NC,Ayden,5092
NC,Badin,1864
NC,Bailey,577
NC,Bakersville,455
NC,Bald Head Island,281
NC,Banner Elk,1130
NC,Bath,242
NC,Bayboro,1026
NC,Bear Grass,84
NC,Beaufort,4804
NC,Beech Mountain,658
NC,Belhaven,1406
NC,Belmont,15515
NC,Belville,2427
NC,Belwood,875
NC,Benson,4401
NC,Bermuda Run,3239
NC,Bessemer City,5625
NC,Bethania,355
NC,Bethel,1399
NC,Beulaville,1138
NC,Biltmore Forest,1435
NC,Biscoe,1852
NC,Black Creek,690
NC,Black Mountain,8530
NC,Bladenboro,1634
NC,Blowing Rock,1353
NC,Boardman,163
NC,Bogue,708
NC,Boiling Spring Lakes,6658
NC,Boiling Springs,4637
NC,Bolivia,227
NC,Bolton,391
NC,Boone,19811
NC,Boonville,1201
NC,Bostic,361
NC,Brevard,7847
NC,Bridgeton,357
NC,Broadway,1345
NC,Brookford,431
NC,Brunswick,1070
NC,Bryson City,1510
NC,Bunn,361
NC,Burgaw,3415
NC,Burlington,60032
NC,Burnsville,1623
NC,Butner,8108
NC,Cajah's Mountain,2698
NC,Calabash,2433
NC,Calypso,329
NC,Cameron,258
NC,Candor,819
NC,Canton,4418
NC,Cape Carteret,2270
NC,Carolina Beach,6826
NC,Carolina Shores,5307
NC,Carrboro,21103
NC,Carthage,2951
NC,Cary,180010
NC,Casar,305
NC,Castalia,270
NC,Caswell Beach,396
NC,Catawba,719
NC,Cedar Point,1814
NC,Cedar Rock,298
NC,Cerro Gordo,137
NC,Chadbourn,1544
NC,Chapel Hill,62043
NC,Charlotte,911311
NC,Cherryville,6278
NC,Chimney Rock Village,140
NC,China Grove,4572
NC,Chocowinity,749
NC,Claremont,1729
NC,Clarkton,602
NC,Clayton,30216
NC,Clemmons,22159
NC,Cleveland,879
NC,Clinton,8320
NC,Clyde,1383
NC,Coats,2261
NC,Cofield,261
NC,Colerain,206
NC,Columbia,602
NC,Columbus,1097
NC,Como,62
NC,Concord,110119
NC,Conetoe,199
NC,Connelly Springs,1538
NC,Conover,8635
NC,Conway,720
NC,Cooleemee,975
NC,Cornelius,33139
NC,Cove City,387
NC,Cramerton,5496
NC,Creedmoor,5026
NC,Creswell,202
NC,Crossnore,146
NC,Dallas,6156
NC,Danbury,186
NC,Davidson,14521
NC,Denton,1556
NC,Dillsboro,214
NC,Dobbins Heights,684
NC,Dobson,1463
NC,Dortches,1113
NC,Dover,352
NC,Drexel,1759
NC,Dublin,262
NC,Duck,744
NC,Dunn,8581
NC,Durham,296186
NC,Earl,206
NC,East Arcadia,414
NC,East Bend,637
NC,East Laurinburg,232
NC,East Spencer,1607
NC,Eastover,3684
NC,Eden,15332
NC,Edenton,4485
NC,Elizabeth City,18948
NC,Elizabethtown,3265
NC,Elk Park,549
NC,Elkin,4088
NC,Ellenboro,739
NC,Ellerbe,843
NC,Elm City,1214
NC,Elon,11520
NC,Emerald Isle,3966
NC,Enfield,1798
NC,Erwin,4739
NC,Eureka,215
NC,Everetts,149
NC,Fair Bluff,737
NC,Fairmont,2203
NC,Fairview,3699
NC,Faison,798
NC,Faith,838
NC,Falcon,381
NC,Falkland,49
NC,Fallston,636
NC,Farmville,4546
NC,Fayetteville,209749
NC,Flat Rock,3563
NC,Fletcher,8158
NC,Fontana Dam,11
NC,Forest City,7387
NC,Forest Hills,313
NC,Fountain,391
NC,Four Oaks,2530
NC,Foxfire,1376
NC,Franklin,4328
NC,Franklinton,2718
NC,Franklinville,1240
NC,Fremont,1199
NC,Fuquay-Varina,43817
NC,Gamewell,3704
NC,Garland,601
NC,Garner,35265
NC,Garysburg,865
NC,Gaston,974
NC,Gastonia,83942
NC,Gatesville,260
NC,Gibson,445
NC,Gibsonville,9496
NC,Glen Alpine,1525
NC,Godwin,156
NC,Goldsboro,33469
NC,Goldston,250
NC,Graham,18354
NC,Grandfather Village,95
NC,Granite Falls,4914
NC,Granite Quarry,3068
NC,Grantsboro,712
NC,Green Level,3293
NC,Greenevers,580
NC,Greensboro,302296
NC,Greenville,90053
NC,Grifton,2507
NC,Grimesland,399
NC,Grover,813
NC,Halifax,161
NC,Hamilton,295
NC,Hamlet,5928
NC,Harmony,577
NC,Harrells,159
NC,Harrellsville,79
NC,Harrisburg,19883
NC,Hassell,47
NC,Havelock,16500
NC,Haw River,2348
NC,Hayesville,478
NC,Hemby Bridge,1711
NC,Henderson,14857
NC,Hendersonville,15466
NC,Hertford,1980
NC,Hickory,44415
NC,High Point,116926
NC,High Shoals,614
NC,Highlands,1110
NC,Hildebran,1678
NC,Hillsborough,9757
NC,Hobgood,261
NC,Hoffman,412
NC,Holden Beach,939
NC,Holly Ridge,5170
NC,Holly Springs,46271
NC,Hookerton,414
NC,Hope Mills,17973
NC,Hot Springs,538
NC,Hudson,3767
NC,Huntersville,64688
NC,Indian Beach,228
NC,Indian Trail,42854
NC,Jackson,413
NC,Jacksonville,72879
NC,Jamestown,3721
NC,Jamesville,410
NC,Jefferson,1635
NC,Jonesville,2326
NC,Kannapolis,59321
NC,Kelford,202
NC,Kenansville,763
NC,Kenly,1642
NC,Kernersville,28016
NC,Kill Devil Hills,7778
NC,King,7561
NC,Kings Mountain,11823
NC,Kingstown,666
NC,Kinston,19411
NC,Kittrell,127
NC,Kitty Hawk,3713
NC,Knightdale,20275
NC,Kure Beach,2156
NC,La Grange,2868
NC,Lake Lure,1387
NC,Lake Park,3504
NC,Lake Santeetlah,41
NC,Lake Waccamaw,1255
NC,Landis,3803
NC,Lansing,128
NC,Lasker,58
NC,Lattimore,423
NC,Laurel Park,2299
NC,Laurinburg,15021
NC,Lawndale,577
NC,Leggett,37
NC,Leland,30542
NC,Lenoir,18238
NC,Lewiston Woodville,407
NC,Lewisville,14002
NC,Lexington,19840
NC,Liberty,2704
NC,Lilesville,391
NC,Lillington,4692
NC,Lincolnton,12128
NC,Linden,138
NC,Littleton,543
NC,Locust,5854
NC,Long View,5207
NC,Louisburg,3269
NC,Love Valley,165
NC,Lowell,3794
NC,Lucama,1046
NC,Lumber Bridge,82
NC,Lumberton,19121
NC,Macclesfield,406
NC,Macon,104
NC,Madison,2156
NC,Maggie Valley,1744
NC,Magnolia,855
NC,Maiden,3845
NC,Manteo,1610
NC,Marietta,107
NC,Marion,7493
NC,Mars Hill,2222
NC,Marshall,807
NC,Marshville,2660
NC,Marvin,6813
NC,Matthews,30934
NC,Maxton,2114
NC,Mayodan,2452
NC,Maysville,841
NC,McAdenville,920
NC,McDonald,92
NC,McFarlan,89
NC,Mebane,20212
NC,Mesic,148
NC,Micro,508
NC,Middleburg,103
NC,Middlesex,939
NC,Midland,4930
NC,Midway,4948
NC,Mills River,7337
NC,Milton,154
NC,Mineral Springs,3379
NC,Minnesott Beach,539
NC,Mint Hill,27815
NC,Misenheimer,603
NC,Mocksville,6147
NC,Momeyer,280
NC,Monroe,37797
NC,Montreat,919
NC,Mooresboro,300
NC,Mooresville,53721
NC,Morehead City,9863
NC,Morganton,17708
NC,Morrisville,31703
NC,Morven,327
NC,Mount Airy,10610
NC,Mount Gilead,1178
NC,Mount Holly,18373
NC,Mount Olive,4261
NC,Mount Pleasant,1748
NC,Murfreesboro,2371
NC,Murphy,1657
NC,Nags Head,3142
NC,Nashville,5737
NC,Navassa,1737
NC,New Bern,32226
NC,New London,631
NC,Newland,721
NC,Newport,4494
NC,Newton,13399
NC,Newton Grove,578
NC,Norlina,915
NC,Norman,98
NC,North Topsail Beach,1069
NC,North Wilkesboro,4338
NC,Northwest,1005
NC,Norwood,2462
NC,Oak City,262
NC,Oak Island,9480
NC,Oak Ridge,7776
NC,Oakboro,2218
NC,Ocean Isle Beach,980
NC,Old Fort,818
NC,Oriental,897
NC,Orrum,59
NC,Ossipee,557
NC,Oxford,8972
NC,Pantego,163
NC,Parkton,501
